id,symbol,timeframe,rank,buy_fast,buy_slow,sell_fast,sell_slow,performance,total_return,sharpe_ratio,max_drawdown,num_trades,win_rate,date_from,date_to,timestamp
119,SPY,2m,93,172,252,27,67,0.004683776057559541,,,,,,2020-10-01,2020-10-03,2025-04-11T01:36:04.096788
120,SPY,2m,94,172,252,32,67,0.004683776057559541,,,,,,2020-10-01,2020-10-03,2025-04-11T01:36:04.096788
121,SPY,2m,95,172,252,52,87,0.004683776057559541,,,,,,2020-10-01,2020-10-03,2025-04-11T01:36:04.096788
122,SPY,2m,96,172,252,57,87,0.004683776057559541,,,,,,2020-10-01,2020-10-03,2025-04-11T01:36:04.096788
123,SPY,2m,97,172,252,237,242,0.004683776057559541,,,,,,2020-10-01,2020-10-03,2025-04-11T01:36:04.096788
124,SPY,2m,98,172,252,62,107,0.00465181640060397,,,,,,2020-10-01,2020-10-03,2025-04-11T01:36:04.096788
125,SPY,2m,99,167,252,17,27,0.0046490270374413,,,,,,2020-10-01,2020-10-03,2025-04-11T01:36:04.096788
126,SPY,2m,100,167,252,22,67,0.0046490270374413,,,,,,2020-10-01,2020-10-03,2025-04-11T01:36:04.096788
327,SPY,2m,1,122,137,12,232,0.0025178292845999817,-0.015531070161569288,-3.8653689602227104,0.0159620234829639,3.0,0.0,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
328,SPY,2m,2,122,137,12,237,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
329,SPY,2m,3,122,137,17,202,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
330,SPY,2m,4,122,137,17,207,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
331,SPY,2m,5,122,137,22,187,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
332,SPY,2m,6,122,137,22,192,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
333,SPY,2m,7,122,137,22,197,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
334,SPY,2m,8,122,137,22,202,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
335,SPY,2m,9,122,137,22,207,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
336,SPY,2m,10,122,137,22,212,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
337,SPY,2m,11,122,137,27,172,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
338,SPY,2m,12,122,137,27,177,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
339,SPY,2m,13,122,137,27,182,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
340,SPY,2m,14,122,137,27,187,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
341,SPY,2m,15,122,137,27,192,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
342,SPY,2m,16,122,137,27,197,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
343,SPY,2m,17,122,137,27,202,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
344,SPY,2m,18,122,137,27,207,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
345,SPY,2m,19,122,137,27,212,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
346,SPY,2m,20,122,137,27,217,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
347,SPY,2m,21,122,137,27,222,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
348,SPY,2m,22,122,137,27,227,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
349,SPY,2m,23,122,137,27,232,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
350,SPY,2m,24,122,137,27,237,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
351,SPY,2m,25,122,137,27,242,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
352,SPY,2m,26,122,137,27,247,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
353,SPY,2m,27,122,137,32,132,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
354,SPY,2m,28,122,137,32,142,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
355,SPY,2m,29,122,137,32,147,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
356,SPY,2m,30,122,137,32,152,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
357,SPY,2m,31,122,137,32,157,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
358,SPY,2m,32,122,137,32,162,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
359,SPY,2m,33,122,137,32,167,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
360,SPY,2m,34,122,137,32,172,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
361,SPY,2m,35,122,137,32,177,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
362,SPY,2m,36,122,137,32,182,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
363,SPY,2m,37,122,137,32,187,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
364,SPY,2m,38,122,137,32,192,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
365,SPY,2m,39,122,137,32,197,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
366,SPY,2m,40,122,137,32,202,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
367,SPY,2m,41,122,137,32,207,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
368,SPY,2m,42,122,137,32,212,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
369,SPY,2m,43,122,137,32,217,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
370,SPY,2m,44,122,137,32,222,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
371,SPY,2m,45,122,137,32,227,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
372,SPY,2m,46,122,137,32,232,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
373,SPY,2m,47,122,137,32,237,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
374,SPY,2m,48,122,137,32,242,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
375,SPY,2m,49,122,137,32,247,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
376,SPY,2m,50,122,137,32,252,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
377,SPY,2m,51,122,137,37,127,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
378,SPY,2m,52,122,137,37,132,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
379,SPY,2m,53,122,137,37,142,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
380,SPY,2m,54,122,137,37,147,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
381,SPY,2m,55,122,137,37,152,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
382,SPY,2m,56,122,137,37,157,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
383,SPY,2m,57,122,137,37,162,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
384,SPY,2m,58,122,137,37,167,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
385,SPY,2m,59,122,137,37,172,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
386,SPY,2m,60,122,137,37,177,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
387,SPY,2m,61,122,137,37,182,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
388,SPY,2m,62,122,137,37,187,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
389,SPY,2m,63,122,137,37,192,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
390,SPY,2m,64,122,137,37,197,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
391,SPY,2m,65,122,137,37,202,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
392,SPY,2m,66,122,137,37,207,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
393,SPY,2m,67,122,137,37,212,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
394,SPY,2m,68,122,137,37,217,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
395,SPY,2m,69,122,137,37,222,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
396,SPY,2m,70,122,137,37,227,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
397,SPY,2m,71,122,137,37,232,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
398,SPY,2m,72,122,137,37,237,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
399,SPY,2m,73,122,137,37,242,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
400,SPY,2m,74,122,137,37,247,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
401,SPY,2m,75,122,137,37,252,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
402,SPY,2m,76,122,137,42,77,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
403,SPY,2m,77,122,137,42,82,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
404,SPY,2m,78,122,137,42,87,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
405,SPY,2m,79,122,137,42,92,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
406,SPY,2m,80,122,137,42,97,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
407,SPY,2m,81,122,137,42,102,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
408,SPY,2m,82,122,137,42,107,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
409,SPY,2m,83,122,137,42,112,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
410,SPY,2m,84,122,137,42,117,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
411,SPY,2m,85,122,137,42,127,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
412,SPY,2m,86,122,137,42,132,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
413,SPY,2m,87,122,137,42,142,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
414,SPY,2m,88,122,137,42,147,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
415,SPY,2m,89,122,137,42,152,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
416,SPY,2m,90,122,137,42,157,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
417,SPY,2m,91,122,137,42,162,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
418,SPY,2m,92,122,137,42,167,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
419,SPY,2m,93,122,137,42,172,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
420,SPY,2m,94,122,137,42,177,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
421,SPY,2m,95,122,137,42,182,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
422,SPY,2m,96,122,137,42,187,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
423,SPY,2m,97,122,137,42,192,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
424,SPY,2m,98,122,137,42,197,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
425,SPY,2m,99,122,137,42,202,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
426,SPY,2m,100,122,137,42,207,0.0025178292845999817,,,,,,2020-10-01,2020-10-02,2025-04-15T03:29:10.729305
17,SPY,30m,1,15,20,5,50,0.0863647222561289,-0.05372542194746373,-2.6043273986945947,0.07790206477711624,28.0,0.33333333333333326,2019-10-01,2020-01-01,2025-04-10T01:06:02.681427
18,SPY,30m,2,10,20,5,50,0.08167930494421616,,,,,,2019-10-01,2020-01-01,2025-04-10T01:06:02.681427
19,SPY,30m,3,10,15,5,50,0.08156068643850034,,,,,,2019-10-01,2020-01-01,2025-04-10T01:06:02.681427
20,SPY,30m,4,10,25,5,50,0.07761292380355378,,,,,,2019-10-01,2020-01-01,2025-04-10T01:06:02.681427
21,SPY,30m,5,30,35,5,50,0.07494508728468907,,,,,,2019-10-01,2020-01-01,2025-04-10T01:06:02.681427
