symbol,start_date,end_date,total_return,alpha,theta
WBD,2018-07-25 00:00:00+00:00,2018-09-23 00:00:00+00:00,0.12564574697684208,-0.09744643404882877,0.04274745915504137
WBD,2020-09-22 00:00:00+00:00,2020-11-21 00:00:00+00:00,0.21251476010818904,0.07669444262767525,0.06353161414774783
WBD,2020-02-23 00:00:00+00:00,2020-04-23 00:00:00+00:00,0.0,0.28405492026038304,
WBD,2020-10-31 00:00:00+00:00,2020-12-30 00:00:00+00:00,0.08483375311864094,-0.31393137742136007,4.85722573273506e-17
WBD,2022-06-15 00:00:00+00:00,2022-08-14 00:00:00+00:00,-0.15749591960201414,-0.11136912027237755,0.05525267994402153
WBD,2020-06-06 00:00:00+00:00,2020-08-05 00:00:00+00:00,-0.06065875288517844,0.10185654401279151,0.20320356907221196
WBD,2018-02-02 00:00:00+00:00,2018-04-03 00:00:00+00:00,0.00028736081108107216,0.09846587895396468,0.16425728438724474
WBD,2021-08-31 00:00:00+00:00,2021-10-30 00:00:00+00:00,0.0,0.191293596486759,
WBD,2018-09-30 00:00:00+00:00,2018-11-29 00:00:00+00:00,0.0,0.03905485419026448,
WBD,2022-01-04 00:00:00+00:00,2022-03-05 00:00:00+00:00,-0.08578930146337584,-0.08600928948115637,5.551115123125783e-17
WBD,2018-01-05 00:00:00+00:00,2018-03-06 00:00:00+00:00,0.0,-0.10989122254538784,
WBD,2022-08-10 00:00:00+00:00,2022-10-09 00:00:00+00:00,-0.2586335607478023,-0.14855482500289485,-0.10320588706740516
WBD,2018-05-28 00:00:00+00:00,2018-07-27 00:00:00+00:00,-0.07179937954060137,-0.26445133212935856,4.163336342344337e-17
WBD,2019-12-30 00:00:00+00:00,2020-02-28 00:00:00+00:00,-0.05407019701391775,0.1966331320590966,0.19498916422044693
WBD,2022-04-12 00:00:00+00:00,2022-06-11 00:00:00+00:00,-0.22474884347381746,0.1729961449678572,0.19551454567306664
WBD,2023-06-04 00:00:00+00:00,2023-08-03 00:00:00+00:00,0.07915197059074487,0.00890066597208744,0.05963889058428598
WBD,2024-05-10 00:00:00+00:00,2024-07-09 00:00:00+00:00,-0.00012560788895115137,0.13289661596318308,0.11628981763179742
WBD,2023-07-21 00:00:00+00:00,2023-09-19 00:00:00+00:00,-0.10116347222951105,0.019550622443172613,0.052197459258483125
WBD,2020-04-25 00:00:00+00:00,2020-06-24 00:00:00+00:00,-0.09187166486924923,-0.061079408051670336,0.061627294611240335
WBD,2023-02-01 00:00:00+00:00,2023-04-02 00:00:00+00:00,-0.007281246743872174,-0.03564909251931056,0.022805902364708946
WBD,2018-12-04 00:00:00+00:00,2019-02-02 00:00:00+00:00,0.003832923346975292,-0.01180524832042863,0.02062562749166788
WBD,2018-04-01 00:00:00+00:00,2018-05-31 00:00:00+00:00,0.002843716909907528,0.01613071743674695,0.09908716519681399
WBD,2022-03-25 00:00:00+00:00,2022-05-24 00:00:00+00:00,-0.2185718660909042,0.06214201186480875,0.11702019333702929
WBD,2021-02-10 00:00:00+00:00,2021-04-11 00:00:00+00:00,0.0,0.07276405649560616,
WBD,2022-06-13 00:00:00+00:00,2022-08-12 00:00:00+00:00,-0.08770155287835721,-0.0378314328972553,0.05525267994402133
WBD,2022-04-23 00:00:00+00:00,2022-06-22 00:00:00+00:00,-0.07657036462388817,0.23233929192780184,0.2300514020592754
WBD,2019-03-28 00:00:00+00:00,2019-05-27 00:00:00+00:00,-0.0675649269229136,-0.07108175894844791,0.04162819255526158
WBD,2019-04-18 00:00:00+00:00,2019-06-17 00:00:00+00:00,-0.0675649269229136,-0.02592082155123663,0.03979923994295677
WBD,2019-05-17 00:00:00+00:00,2019-07-16 00:00:00+00:00,0.07915979306523098,-0.07686833155834082,0.03189077938492108
WBD,2018-07-09 00:00:00+00:00,2018-09-07 00:00:00+00:00,-0.02231643955681619,0.006579462741107565,0.07237199924900728
WBD,2024-03-02 00:00:00+00:00,2024-05-01 00:00:00+00:00,-0.15364601270153158,-0.008483514789268565,-0.012849928739562866
WBD,2022-10-08 00:00:00+00:00,2022-12-07 00:00:00+00:00,-0.11394326805488603,0.009026670283347762,0.16505621171962043
