symbol,start_date,end_date,total_return,alpha,theta
LHX,2018-02-28 00:00:00+00:00,2018-04-29 00:00:00+00:00,-0.049639275086272076,-0.04013775345289616,-0.010578753013091233
LHX,2024-02-17 00:00:00+00:00,2024-04-17 00:00:00+00:00,-0.09036535283770092,-0.03135107988643099,-0.016392949318972158
LHX,2024-09-03 00:00:00+00:00,2024-11-02 00:00:00+00:00,-0.00884284680749886,-0.05568288405509307,-0.012609947250402542
LHX,2019-04-02 00:00:00+00:00,2019-06-01 00:00:00+00:00,0.040614538659863225,-0.1037457119117248,-0.012980920227684295
LHX,2021-03-11 00:00:00+00:00,2021-05-10 00:00:00+00:00,0.01996116780777129,-0.12521402231820844,-0.03773095775287216
LHX,2024-11-13 00:00:00+00:00,2025-01-12 00:00:00+00:00,-0.23231686697643042,-0.023460265390714163,-0.011439114011289386
LHX,2022-09-07 00:00:00+00:00,2022-11-06 00:00:00+00:00,-0.09498328330837026,-0.08624943584795446,-0.00510210666435168
LHX,2018-05-27 00:00:00+00:00,2018-07-26 00:00:00+00:00,-0.14501241726429115,-0.12895755966906391,-0.07434779364856191
LHX,2018-10-04 00:00:00+00:00,2018-12-03 00:00:00+00:00,-0.027730007433665094,0.1227872432566501,0.11216021308785257
LHX,2024-07-21 00:00:00+00:00,2024-09-19 00:00:00+00:00,-0.13565283679519965,-0.07334084208970992,-0.07790921489114705
LHX,2020-10-07 00:00:00+00:00,2020-12-06 00:00:00+00:00,0.05007495832406818,-0.07060083138409894,0.01643767396316552
LHX,2021-01-23 00:00:00+00:00,2021-03-24 00:00:00+00:00,-0.033254978991932235,-0.10089005178543133,-0.006604087699135272
LHX,2022-03-15 00:00:00+00:00,2022-05-14 00:00:00+00:00,-0.09284014081878013,-0.03245149727276853,-0.02148752382367465
LHX,2023-01-27 00:00:00+00:00,2023-03-28 00:00:00+00:00,-0.07930789964951089,-0.04052632222622265,0.002837247870047979
LHX,2018-01-16 00:00:00+00:00,2018-03-17 00:00:00+00:00,0.06629241521042176,0.016869410729204337,0.03564077904400786
LHX,2021-03-06 00:00:00+00:00,2021-05-05 00:00:00+00:00,-0.005330632556271553,-0.1557037861521846,-0.03773095775287199
LHX,2024-09-08 00:00:00+00:00,2024-11-07 00:00:00+00:00,0.0245710467924701,-0.09000450189153256,-0.0126099472504025
LHX,2024-01-16 00:00:00+00:00,2024-03-16 00:00:00+00:00,-0.10221226447660114,-0.1313721558610146,-0.05109624779767066
LHX,2019-05-15 00:00:00+00:00,2019-07-14 00:00:00+00:00,0.026982140572762034,-0.052926681704133505,0.03636252154506614
LHX,2022-05-21 00:00:00+00:00,2022-07-20 00:00:00+00:00,-0.022038237833677386,0.003724581335214479,0.033542142938559574
LHX,2019-10-08 00:00:00+00:00,2019-12-07 00:00:00+00:00,-0.06107358280925624,0.0036936099698365796,0.0270706604640905
LHX,2020-05-11 00:00:00+00:00,2020-07-10 00:00:00+00:00,-0.07123234005158792,0.04895182805078606,0.08986801051970092
LHX,2021-08-09 00:00:00+00:00,2021-10-08 00:00:00+00:00,-0.09134130069994484,-0.09009125649877546,-0.05660984734183268
LHX,2020-08-02 00:00:00+00:00,2020-10-01 00:00:00+00:00,-0.05166310629130706,-0.06216817875999922,-0.03514405201381708
LHX,2018-01-18 00:00:00+00:00,2018-03-19 00:00:00+00:00,0.08216164655284473,0.030297934254398633,0.0356407790440076
LHX,2019-06-22 00:00:00+00:00,2019-08-21 00:00:00+00:00,-0.09552539226358846,-0.16385871877525687,-0.021386902709402814
LHX,2021-07-12 00:00:00+00:00,2021-09-10 00:00:00+00:00,-0.054925780803854705,-0.09451264705237095,-0.029070613395221524
LHX,2022-08-07 00:00:00+00:00,2022-10-06 00:00:00+00:00,-0.014931490820335824,0.033851885657941234,0.03195002656464574
LHX,2022-06-23 00:00:00+00:00,2022-08-22 00:00:00+00:00,-0.039474491000982964,-0.06547540511441341,-0.004233220417797723
LHX,2019-11-29 00:00:00+00:00,2020-01-28 00:00:00+00:00,0.025062988324079924,-0.07412602091071037,-0.010846363599412004
LHX,2019-06-06 00:00:00+00:00,2019-08-05 00:00:00+00:00,-0.0678092348226717,-0.10335567425270967,-0.006242155478488873
LHX,2024-11-05 00:00:00+00:00,2025-01-04 00:00:00+00:00,-0.18858770902243763,-0.047158964441284756,-0.02766037274530128
