symbol,start_date,end_date,total_return,alpha,theta
VRTX,2023-04-29 00:00:00+00:00,2023-06-28 00:00:00+00:00,-0.15117657069944357,-0.1646411486910843,-0.06602673061552264
VRTX,2025-02-08 00:00:00+00:00,2025-04-09 00:00:00+00:00,-0.13832236574947374,-0.13967465086302938,-0.023234371291258632
VRTX,2024-03-23 00:00:00+00:00,2024-05-22 00:00:00+00:00,-0.08441453745305423,-0.14390745776609976,-0.08679018458057923
VRTX,2018-07-21 00:00:00+00:00,2018-09-19 00:00:00+00:00,-0.12439595039537053,-0.12251095824396728,-0.0742525434130152
VRTX,2020-11-20 00:00:00+00:00,2021-01-19 00:00:00+00:00,-0.0649953588641182,-0.12320932807332667,-0.08209934798229582
VRTX,2019-10-11 00:00:00+00:00,2019-12-10 00:00:00+00:00,0.15389238220113113,-0.11781517598334293,-0.019473683560208378
VRTX,2020-08-20 00:00:00+00:00,2020-10-19 00:00:00+00:00,-0.10500425229791915,0.09166301075746006,0.08637175451681084
VRTX,2023-02-03 00:00:00+00:00,2023-04-04 00:00:00+00:00,-0.10608163580888316,-0.13303942974780184,-0.05239556688190415
VRTX,2022-04-29 00:00:00+00:00,2022-06-28 00:00:00+00:00,0.15809036301806387,0.11850133558664254,0.03670868521888811
VRTX,2019-11-06 00:00:00+00:00,2020-01-05 00:00:00+00:00,-0.02091663331991313,-0.12307028927352988,-0.08648846381369063
VRTX,2019-02-06 00:00:00+00:00,2019-04-07 00:00:00+00:00,0.01371753142396642,0.037364776946523647,-0.01512903805999466
VRTX,2023-12-14 00:00:00+00:00,2024-02-12 00:00:00+00:00,-0.10780854452369254,-0.14329435384506667,-0.03473787505026747
VRTX,2019-11-01 00:00:00+00:00,2019-12-31 00:00:00+00:00,-0.019616769624271342,-0.1252030095352265,-0.0727653900906338
VRTX,2019-08-12 00:00:00+00:00,2019-10-11 00:00:00+00:00,-0.07903913925151045,-0.01756786937246104,0.004587519699710024
VRTX,2023-04-26 00:00:00+00:00,2023-06-25 00:00:00+00:00,-0.07856826454266198,-0.1249975013460923,-0.06391869571777699
VRTX,2019-07-11 00:00:00+00:00,2019-09-09 00:00:00+00:00,-0.0189562911257714,-0.028669263158725897,-0.013089773505399846
VRTX,2020-11-05 00:00:00+00:00,2021-01-04 00:00:00+00:00,-0.03163460740819048,-0.09765478423884119,-0.01326691216446095
VRTX,2024-09-08 00:00:00+00:00,2024-11-07 00:00:00+00:00,0.009769072325521932,-0.03280597248730601,0.0014847117471955967
VRTX,2018-07-30 00:00:00+00:00,2018-09-28 00:00:00+00:00,-0.014747781171922441,-0.11826190849204735,-0.045094697719952725
VRTX,2023-02-14 00:00:00+00:00,2023-04-15 00:00:00+00:00,-0.06593804818463582,-0.17562208156809803,-0.05179418752549195
VRTX,2018-02-11 00:00:00+00:00,2018-04-12 00:00:00+00:00,-0.10327655088681426,-0.12722429163856178,-0.03298708983791668
VRTX,2023-08-09 00:00:00+00:00,2023-10-08 00:00:00+00:00,-0.05839947627294606,-0.10003149121932381,-0.05682374914271782
VRTX,2021-10-13 00:00:00+00:00,2021-12-12 00:00:00+00:00,-0.038766605486773784,-0.18506945301910577,0.0017232100953938068
VRTX,2018-05-08 00:00:00+00:00,2018-07-07 00:00:00+00:00,-0.00723899656580528,-0.16003381800862485,-0.10853672311332949
VRTX,2021-11-09 00:00:00+00:00,2022-01-08 00:00:00+00:00,-0.0451648103893524,-0.19349337965371433,0.010855553301476209
VRTX,2018-10-08 00:00:00+00:00,2018-12-07 00:00:00+00:00,-0.1076700918306345,-0.06341205410767926,-0.041180687613210726
VRTX,2024-03-05 00:00:00+00:00,2024-05-04 00:00:00+00:00,-0.18593043989927907,-0.1223413484297268,-0.10847016670851654
VRTX,2018-02-23 00:00:00+00:00,2018-04-24 00:00:00+00:00,-0.142381274895706,-0.13595369295702142,-0.06132422046914843
VRTX,2020-03-15 00:00:00+00:00,2020-05-14 00:00:00+00:00,0.10452137987966509,-0.226536505396554,0.0006578655174424297
VRTX,2020-03-07 00:00:00+00:00,2020-05-06 00:00:00+00:00,0.0601902008579944,-0.18930702382224068,-0.018009985409386503
VRTX,2022-08-04 00:00:00+00:00,2022-10-03 00:00:00+00:00,-0.06281419875608578,-0.10287163638943939,-0.07122436792557951
VRTX,2023-06-05 00:00:00+00:00,2023-08-04 00:00:00+00:00,-0.048863434205781715,-0.08319703574138601,-0.03879830638139717
