symbol,start_date,end_date,total_return,alpha,theta
ULTA,2023-12-16 00:00:00+00:00,2024-02-14 00:00:00+00:00,-0.004500539394735199,-0.07940304289513307,-0.005862797788166861
ULTA,2022-11-21 00:00:00+00:00,2023-01-20 00:00:00+00:00,-0.06770486616035086,-0.1700323429744438,-0.02205844535893421
ULTA,2019-10-13 00:00:00+00:00,2019-12-12 00:00:00+00:00,-0.02985361764360661,-0.045366830070035606,-0.01711347938507639
ULTA,2024-05-26 00:00:00+00:00,2024-07-25 00:00:00+00:00,-0.14791174360843456,-0.10186061495338833,-0.0729522766052089
ULTA,2018-10-20 00:00:00+00:00,2018-12-19 00:00:00+00:00,-0.23032601112231432,-0.11485905121580757,0.028421085795358264
ULTA,2018-07-31 00:00:00+00:00,2018-09-29 00:00:00+00:00,-0.14317747906608758,-0.28894449010990697,-0.10009677709686285
ULTA,2018-07-04 00:00:00+00:00,2018-09-02 00:00:00+00:00,-0.17602668701872118,-0.27553933996401125,-0.0903644887835749
ULTA,2019-01-04 00:00:00+00:00,2019-03-05 00:00:00+00:00,0.0652666774000005,-0.18201602219542196,-0.03957750982715258
ULTA,2018-12-09 00:00:00+00:00,2019-02-07 00:00:00+00:00,-0.00634412038228362,-0.14624811795228623,0.010820926165344691
ULTA,2020-08-04 00:00:00+00:00,2020-10-03 00:00:00+00:00,0.0674711080977147,-0.1176302011292181,0.03380477533934012
ULTA,2024-05-14 00:00:00+00:00,2024-07-13 00:00:00+00:00,-0.13780107367211727,-0.14895020343169776,-0.07349316938918393
ULTA,2025-02-03 00:00:00+00:00,2025-04-04 00:00:00+00:00,-0.03512179779744102,0.055745815777317624,0.12917917765017728
ULTA,2022-01-06 00:00:00+00:00,2022-03-07 00:00:00+00:00,-0.1172810953057433,-0.02162717383108642,0.03838330015010882
ULTA,2020-09-02 00:00:00+00:00,2020-11-01 00:00:00+00:00,-0.158864677525859,-0.0381651655143672,-0.008012519546996888
ULTA,2022-09-15 00:00:00+00:00,2022-11-14 00:00:00+00:00,-0.10129356649752594,-0.10763000804062371,-0.0752782574303789
ULTA,2019-10-10 00:00:00+00:00,2019-12-09 00:00:00+00:00,0.019542063470298812,-0.07669000227483054,-0.019924646852959957
ULTA,2019-12-08 00:00:00+00:00,2020-02-06 00:00:00+00:00,-0.04180099364292445,-0.09886636915773678,-0.03575644014410162
ULTA,2018-10-13 00:00:00+00:00,2018-12-12 00:00:00+00:00,-0.22795618841276394,-0.12060901090199537,-0.0034636473737697793
ULTA,2018-06-20 00:00:00+00:00,2018-08-19 00:00:00+00:00,-0.04882611929125659,0.006185478774684013,-0.010627233913018883
ULTA,2023-05-07 00:00:00+00:00,2023-07-06 00:00:00+00:00,-0.08675836868531903,-0.01243615707492253,0.056114964266479356
ULTA,2023-09-11 00:00:00+00:00,2023-11-10 00:00:00+00:00,-0.10832496138290452,-0.037451727321912084,0.005685876059149497
ULTA,2024-01-13 00:00:00+00:00,2024-03-13 00:00:00+00:00,-0.04969746391413139,-0.19719300676818646,-0.05723365232891697
ULTA,2018-09-02 00:00:00+00:00,2018-11-01 00:00:00+00:00,-0.10698017875904185,-0.16549915935444348,-0.0220140761781612
ULTA,2021-02-06 00:00:00+00:00,2021-04-07 00:00:00+00:00,-0.14094499185236814,-0.17207477307907937,-0.041616211808910286
ULTA,2022-11-29 00:00:00+00:00,2023-01-28 00:00:00+00:00,-0.043692554201225704,-0.1445065672036543,-0.02205844535893392
ULTA,2019-02-17 00:00:00+00:00,2019-04-18 00:00:00+00:00,-0.014228179867260025,-0.18493020400699067,-0.008740832119523985
ULTA,2023-08-23 00:00:00+00:00,2023-10-22 00:00:00+00:00,-0.11234508071173024,0.025078841998975476,0.019067752673566668
ULTA,2018-07-07 00:00:00+00:00,2018-09-05 00:00:00+00:00,-0.13226300067974633,-0.244997427926326,-0.09036448878357498
ULTA,2022-12-21 00:00:00+00:00,2023-02-19 00:00:00+00:00,0.011126888088082296,-0.1723484451228761,-0.03227871489212744
ULTA,2020-01-12 00:00:00+00:00,2020-03-12 00:00:00+00:00,-0.11922414898674191,0.06331207550778373,0.14483836835221173
ULTA,2022-05-08 00:00:00+00:00,2022-07-07 00:00:00+00:00,-0.26334168440804473,-0.264649044434802,-0.1589868360170563
ULTA,2020-10-28 00:00:00+00:00,2020-12-27 00:00:00+00:00,0.174683055926549,-0.07916247405118296,0.010633386920865184
