2025-04-15 03:33:03,340 - resource_monitor - WARNING - Resource usage: CPU=3.4%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:33:04,441 - resource_monitor - WARNING - Resource usage: CPU=14.9%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:33:05,544 - resource_monitor - WARNING - Resource usage: CPU=10.5%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:33:06,642 - resource_monitor - WARNING - Resource usage: CPU=1.8%, Memory=92.1%, Available Memory=0.6GB
2025-04-15 03:33:07,745 - resource_monitor - WARNING - Resource usage: CPU=8.3%, Memory=91.3%, Available Memory=0.7GB
2025-04-15 03:33:08,848 - resource_monitor - WARNING - Resource usage: CPU=1.7%, Memory=91.4%, Available Memory=0.6GB
2025-04-15 03:33:09,950 - resource_monitor - WARNING - Resource usage: CPU=15.7%, Memory=91.5%, Available Memory=0.6GB
2025-04-15 03:33:11,051 - resource_monitor - WARNING - Resource usage: CPU=0.8%, Memory=91.6%, Available Memory=0.6GB
2025-04-15 03:33:12,152 - resource_monitor - WARNING - Resource usage: CPU=4.9%, Memory=91.6%, Available Memory=0.6GB
2025-04-15 03:33:13,254 - resource_monitor - WARNING - Resource usage: CPU=5.6%, Memory=91.6%, Available Memory=0.6GB
2025-04-15 03:33:14,355 - resource_monitor - WARNING - Resource usage: CPU=2.5%, Memory=91.6%, Available Memory=0.6GB
2025-04-15 03:33:15,458 - resource_monitor - WARNING - Resource usage: CPU=0.8%, Memory=91.6%, Available Memory=0.6GB
2025-04-15 03:33:16,559 - resource_monitor - WARNING - Resource usage: CPU=26.2%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:17,661 - resource_monitor - WARNING - Resource usage: CPU=6.0%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:18,764 - resource_monitor - WARNING - Resource usage: CPU=0.9%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:19,867 - resource_monitor - WARNING - Resource usage: CPU=7.4%, Memory=91.9%, Available Memory=0.6GB
2025-04-15 03:33:20,969 - resource_monitor - WARNING - Resource usage: CPU=0.9%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:33:22,073 - resource_monitor - WARNING - Resource usage: CPU=4.2%, Memory=92.0%, Available Memory=0.6GB
2025-04-15 03:33:23,176 - resource_monitor - WARNING - Resource usage: CPU=5.0%, Memory=92.0%, Available Memory=0.6GB
